index,m,n,a,b,corr
195,0.11518399070696586,24.0,8638.855982957506,-8724.458277745971,8.681762056187589
196,0.1475747489606471,24.0,4638.800685293194,-4758.8010343759615,6.776227010670127
197,0.17046680584825968,24.0,3142.34108190014,-3231.894967815843,5.8662447215098625
198,0.1728474190032525,24.0,2675.0119290332045,-2699.4866443213973,5.785449419879291
199,0.17456806522769974,24.0,2656.0731732027707,-2733.864055561431,5.728424604440905
200,0.17425225641153844,24.0,2495.2009735826105,-2493.608216809915,5.738806604823874
201,0.1787068729635573,24.0,2154.7756003557743,-2195.1713837325447,5.595755683128787
202,0.18579020173782138,24.0,1853.5991088781316,-1759.3909282205104,5.382415168541311
203,0.22464904628838017,24.0,1000.5556410103418,-993.6174691440248,4.451387693479491
204,0.07888174221011433,24.0,28177.01567137868,-28205.726645783387,12.677204787596319
205,0.1407792664111127,24.0,6647.56443734351,-6763.857828336214,7.103318730754963
206,0.07163491338094267,24.0,31685.75972512762,-31713.911684580842,13.95967347209823
207,0.06384338911960345,24.0,40477.21792087353,-40467.201796244844,15.663328870693437
208,0.10414473716493905,24.0,13461.89229300432,-13431.620395032829,9.602021448441045
209,0.03924866285455282,24.0,101514.35672643907,-101541.62717448213,25.478574995173386
210,0.09345649384271283,24.0,14448.81032565828,-14208.48001692526,10.700166022523794
211,0.09929919811100718,24.0,12972.503205138899,-12885.629099911952,10.07057477827861
212,0.08706111887282375,24.0,18029.686003230334,-18080.834122132866,11.486183648303093
213,0.11711476317879416,24.0,8301.259435593289,-8231.9366439242,8.538633156550402
214,0.1382036031045152,24.0,5250.636849932171,-5154.648077937404,7.2357013676681
215,0.15346758452542858,24.0,3800.215518427345,-3813.7721506516896,6.516034008695214
216,0.1432097761504164,24.0,4399.104985178268,-4383.5573281878815,6.982763515737067
217,0.15071696056471465,24.0,3674.4289250314605,-3730.180963596468,6.634953334071658
218,0.17542586698489945,24.0,2269.236933222692,-2235.2036156490644,5.70041361167153
219,0.25542065997362395,24.0,659.7967814664196,-685.5930045961101,3.915110078030748
220,0.2313297744950342,24.0,908.9237164905537,-952.0199033135455,4.322833073186895
221,1.8851648920188595e-6,24.0,52554757956326.914,-52554757956315.14,530457.5765407347
222,0.05747742460538273,24.0,52039.47448574831,-52031.96015756226,17.39813512636665
223,0.08544660855517534,24.0,22695.209802101614,-22739.28582598776,11.703214637878473
224,-0.000015718193626571514,24.0,712840785123.6711,-712840785135.567,-63620.54214101969
225,0.04697713401019614,24.0,76903.74602406284,-76957.38844183685,21.28695206870124
226,0.06824579269559039,24.0,32305.271663844844,-32261.5644936042,14.65291793826015
227,0.05895223966540694,24.0,43065.20669543954,-42971.41936420174,16.962883949374326
228,0.10887389590299977,24.0,10889.30571671903,-10877.683454927022,9.18493814982924
229,0.11852913345191787,24.0,8715.989760798862,-8614.568061470234,8.436744375640412
230,0.11905132483768378,24.0,7824.91838776705,-7799.443090571,8.399738527592312
231,0.14832575922368255,24.0,4403.323942770665,-4472.868867981364,6.741917285533329
232,0.1898988802215212,24.0,2203.0208117809307,-2314.309960842233,5.265960488200236
233,0.23312894718909447,24.0,1113.7964361405197,-1220.7738990282187,4.289471608126316
234,0.17065933601051267,24.0,2677.426714994532,-2673.40520565654,5.859626688916683
235,0.17496284473501306,24.0,2364.778038753452,-2342.429790345717,5.715499205071412
236,0.20552478246533498,24.0,1407.7208082170619,-1314.3398695351857,4.86559327787473
237,0.2539611252536675,24.0,668.1314556104455,-702.4623719994081,3.9376105260250216
238,0.02790927511746245,24.0,225559.05020985048,-225523.8970082958,35.830382401236704
239,0.07335579673245848,24.0,30070.519171549153,-30088.07678417328,13.63218783714089
240,0.07909360291218728,24.0,25818.815982333494,-25857.3050369969,12.643247534320038
241,0.03453976260312182,24.0,139811.79639264918,-139778.33634028048,28.95213877091375
242,-3.8175820944177034e-6,24.0,12949844343577.322,-12949844343560.684,-261945.90588169923
243,0.052515230990387206,24.0,55296.176019918676,-55246.20205223162,19.04209466741273
244,0.1747566356899304,24.0,3369.1581988140015,-3484.9706727357448,5.7222433703421345
245,0.09177013027610928,24.0,16396.19042952726,-16272.881697406563,10.896791766463606
246,0.10136059423603785,24.0,11874.426518205622,-11819.963366414087,9.865766943624122
247,0.07499164818332753,24.0,23667.427548046937,-23658.84653309469,13.334818266100257
248,0.1438439083238561,24.0,4653.435702085335,-4636.4801885165325,6.951980182216398
249,0.1798790491314275,24.0,2561.3849134543384,-2556.3969361814143,5.559291117162601
250,0.1663497822056153,24.0,2837.3623627974675,-2754.297760868995,6.011429571719896
251,0.1938236519917787,24.0,1727.525419872707,-1656.474088198843,5.159329058779763
252,0.21352174320767253,24.0,1384.4057980615366,-1483.144475963079,4.68336378758108
253,0.16171056085472493,24.0,2862.550431290366,-2790.102444841986,6.18388802014214
254,0.18799845907057147,24.0,1739.2270231349048,-1727.397106483255,5.31919253457613
255,0.000022004272893456735,24.0,393922982904.71594,-393922982966.64343,45445.71887659889
256,0.033576403870542365,24.0,160624.6765229396,-160678.30303379238,29.78282021670973
257,0.074485941277828,24.0,29961.861968308644,-30095.04014169229,13.425352259026456
258,-1.0836812918065296e-6,24.0,155853614444577.22,-155853614444565.72,-922780.5329489168
259,0.05667392156589887,24.0,47668.12647210063,-47741.89516097748,17.644799801567068
260,0.047341865506370415,24.0,70824.08957880875,-70893.0269003056,21.122952999506072
261,0.007409201837838738,24.0,2876530.082675778,-2876440.7694790782,134.96730442582998
262,0.08292872433940207,24.0,20519.121517289288,-20669.944472099443,12.058547963517489
263,2.336695406347858e-6,24.0,27514202199498.535,-27514202199447.254,427954.793458918
264,0.11268694268092312,24.0,8832.835817459316,-8911.495825162612,8.874142613235446
265,0.11127425645878361,24.0,9164.586948458042,-9227.377468170847,8.986804601749046
266,0.16983029522077372,24.0,2997.9982866609525,-3064.3452604456184,5.888230946663747
267,0.11935993348126664,24.0,6907.312922568164,-6851.412115087735,8.378020754820113
268,0.18511224263324952,24.0,2068.4021716100747,-2130.082813370458,5.402127842950036
269,0.20818168315719646,24.0,1300.5857187740794,-1285.1758466496165,4.803496565280949
270,0.17676684309283458,24.0,2164.4813935086327,-2193.9532511853217,5.657169537585841
271,0.19320025041422587,24.0,1571.8134628644905,-1489.9951955455585,5.175976728063119
272,-0.00001285779905970232,24.0,1123488097863.7224,-1123488097639.0234,-77773.80835994739
273,0.0905632583565681,24.0,19697.40593656613,-19652.088021658772,11.042005534548824
274,0.06343483067909247,24.0,42327.9039767143,-42257.0243403158,15.76421012391211
275,0.1232175423812563,24.0,8517.339212849512,-8659.176373845421,8.115727522837842
276,-2.650314061470072e-7,24.0,2593702716989921.0,-2593702716989950.0,-3773137.736911533
277,0.04230249448424531,24.0,87352.6416494958,-87297.82063501306,23.639267901150117
278,0.02364252937036685,24.0,282213.7439977141,-282145.53527311503,42.29665888681873
279,0.03199474232491338,24.0,146227.7839462867,-146144.35886176061,31.255135292067312
280,0.09538120785642537,24.0,13432.030046780605,-13469.728301717128,10.484245507828666
281,0.12167002196696494,24.0,7515.35266275529,-7403.186763703662,8.218951421505567
282,0.1356788248839558,24.0,5424.518321569856,-5406.714767196134,7.370346852983772
283,0.07430137411028455,24.0,21563.635144770506,-21556.711218722026,13.458701295560338
284,0.137879542424376,24.0,4973.684284218336,-4925.082978476368,7.252707562098842
285,0.2146732503675361,24.0,1304.640634981696,-1322.3351337524555,4.658242227608367
286,0.18389099735730177,24.0,1967.6495891896625,-2048.7508721074614,5.438004113148571
287,0.23177899748629519,24.0,905.0099318884882,-877.0768275897857,4.314454764431919
288,0.21676689744436567,24.0,1129.8334482714251,-1159.5737619049737,4.613250509140378
289,0.0634762497067314,24.0,42627.61905955473,-42668.67914779972,15.753923784409622
290,0.04962723897953368,24.0,73425.72843460817,-73327.9677877276,20.15022436393048
291,0.06720622735495879,24.0,36306.73136409701,-36389.12154416525,14.879573506162822
292,0.04609952552557062,24.0,79834.68784876913,-79556.57272813546,21.69219723195019
293,0.06824394836300923,24.0,34727.51266281009,-34723.42971420853,14.653313941929499
294,0.09678496969304175,24.0,15438.204321433068,-15451.930526596794,10.33218280866904
295,0.0979465519882353,24.0,13841.833918052856,-13824.654083512094,10.20964985189181
296,0.09479307497166495,24.0,14582.105617098134,-14500.440554786028,10.549293820238606
297,0.12228767156467014,24.0,7685.140835858061,-7606.137470944834,8.17743920711716
298,0.16094927755459498,24.0,3577.9107175139857,-3602.143888799142,6.213137549876817
299,0.10091859973823968,24.0,11499.973691310806,-11411.970121683527,9.908976170832501
300,0.163173321310656,24.0,3181.2408427054233,-3183.4379184696772,6.128452813043864
301,0.19604754717714265,24.0,1902.045671979969,-2010.1858127774992,5.100803424469423
302,0.18663761684583413,24.0,2035.445117517073,-2044.2769450698877,5.357976687122067
303,0.19796977054484446,24.0,1666.0660246595353,-1748.691868816538,5.051276249135613
304,0.20932119365780516,24.0,1359.6224324735813,-1335.2467128955846,4.777347111992794
305,0.2259908204282353,24.0,1008.1694903852799,-1008.6326415182242,4.424958492141745
306,0.07267363163802354,24.0,32586.196875729504,-32639.051975902945,13.760149003986069
307,3.5803867292150207e-7,24.0,1441517584488815.5,-1441517584488662.5,2792994.3763902965
308,0.04574430286801246,24.0,79583.04726643632,-79484.68311855319,21.86064574828767
309,0.08821125454399588,24.0,18940.683664183693,-18895.03602137646,11.336421924497674
310,0.0730857144175664,24.0,28822.50025007806,-28760.391868820694,13.682564478834001
311,0.03035188937175634,24.0,176031.26576665827,-175980.5728647815,32.946878125173335
312,0.09887553068507526,24.0,13890.472174963905,-13926.256337014667,10.113725742570853
313,0.029286910798098576,24.0,175691.92671121657,-175668.57890768113,34.14494641971334
314,0.1478207698410142,24.0,4932.029279479913,-4995.384729561985,6.76494920893411
315,0.14505472068058722,24.0,4683.742166831184,-4718.363999413751,6.893950057661451
316,0.1485159989199351,24.0,4466.551793870229,-4409.010406305692,6.733281311591887
317,0.17885036221439193,24.0,2531.6855915858773,-2566.7204737954576,5.591266283270244
318,0.171091731579815,24.0,2666.242505599802,-2619.154187145713,5.844817810692949
319,0.2032147372644537,24.0,1560.3515926698942,-1642.9356818479464,4.920902949566345
320,0.1958761658212916,24.0,1681.8556592111515,-1738.8924644337305,5.1052663595240775
321,0.19297272965042925,24.0,1634.9897857518833,-1500.6950800361353,5.182079363293992
322,0.17165235409961743,24.0,2273.2224668966846,-2329.404381346704,5.825728433760109
323,7.568180485549498e-8,24.0,3.2908151381054736e16,-3.2908151381054776e16,13213215.539843109
324,0.000010073499445974788,24.0,1812528069089.5964,-1812528068973.2915,99270.36829287604
325,-0.00002539199002097121,24.0,276540111135.3917,-276540111138.1962,-39382.49814898719
326,7.094034164613722e-7,24.0,349627456261644.94,-349627456261632.75,1409635.162159458
327,0.000028755336885141184,24.0,204861434050.42206,-204861434042.28308,34776.15317095215
328,0.11113207794742204,24.0,10463.948935400358,-10323.234564823986,8.998302006672748
329,0.09000766112038387,24.0,17765.54013440122,-17859.095926100825,11.110165374284254
330,-7.626525015271351e-6,24.0,2859587800840.1934,-2859587800666.4893,-131121.31645770522
331,0.12066169044675919,24.0,7828.523086424821,-7692.6679451510645,8.287634594687205
332,0.11745837043537516,24.0,8263.06845493848,-8266.98972802036,8.513654636049916
333,0.12225174468965438,24.0,7185.476996813251,-7192.033467886931,8.179842361665907
334,0.15522839973095215,24.0,3746.923816871498,-3773.4053640385337,6.442120138668173
335,0.17802684281590955,24.0,2393.3667688226187,-2393.162363475144,5.617130451692951
336,0.19581384147469366,24.0,1926.7353090860372,-2014.1595588731486,5.106891282398117
337,0.20280322927343827,24.0,1501.5222292472886,-1364.7015939021937,4.930887952734256
338,0.18957341981778378,24.0,1735.2311539679963,-1722.7728217742942,5.275001110183014
339,0.22846435289009245,24.0,914.0306531573774,-910.2657288589837,4.3770504560117125
340,0.07623140775741413,36.0,18165.426949575984,-18334.539842281985,13.117952684046317
341,0.09154487446460291,36.0,10572.471911237062,-10658.62465904423,10.923604471014528
342,0.10130968732090932,36.0,7662.199404646804,-7765.451078679276,9.87072437438675
343,0.06460393721738888,36.0,23672.132042758385,-23696.78013009902,15.478932756606646
344,0.08147873129156291,36.0,13152.62756739846,-13003.674165890061,12.273141519860037
345,0.11297764883893523,36.0,5051.501397204956,-5285.7985200396215,8.851308292188254
346,0.08321163483006994,36.0,10831.963234660754,-10708.881687424906,12.017550214487951
347,0.08793811371828326,36.0,8986.00721981964,-9007.7234994248,11.371633501300465
348,0.1347401951965215,36.0,2571.1350696087547,-2656.1292175155386,7.421690302151323
349,0.11897940176609256,36.0,3827.111705650379,-3782.95220349658,8.404816171171788
350,0.12771289762554588,36.0,2782.98401746986,-2643.272248139305,7.8300627312677475
351,0.16606337528196674,36.0,1210.42444995159,-1343.3915374177573,6.021797390918096
352,0.17167465979953161,36.0,975.3167216558595,-970.3050415474511,5.8249714964789945
353,0.15248138159777958,36.0,1376.0659327438552,-1230.8290942884983,6.558177723217599
354,0.20510850379731208,36.0,458.9665106036665,-393.29785716929194,4.8754682594155065
355,0.18928770191441696,36.0,543.5322679354404,-469.2824335590861,5.282963393216808
356,0.23017209276957507,36.0,238.34315509682878,-127.8745893234709,4.344575347807688
357,0.04502603285220152,36.0,56852.50077399248,-56810.10116602591,22.20937392558016
358,-6.676689050873834e-6,36.0,2706510742758.2373,-2706510742808.6016,-149774.83485907162
359,0.049678848505366635,36.0,43853.77028407618,-43803.76275713781,20.12929103805563
360,0.06779751852790282,36.0,20268.231619005404,-20453.153099162853,14.74980237792094
361,0.053727650731816706,36.0,31651.69030960083,-31529.44190767896,18.6123902009327
362,0.07671905752114279,36.0,14246.245858961745,-14401.612388692593,13.034570969858601
363,0.10692057890926802,36.0,5719.601745031845,-5525.6261384511245,9.352736490966741
364,0.09410924468255194,36.0,7949.676751481814,-7728.141510329664,10.625948634198338
365,0.10668252661686045,36.0,5280.196079469069,-5138.772617199201,9.373606266295129
366,0.11308748374762914,36.0,4414.6306825963675,-4222.887511601116,8.842711561534456
367,0.12337108382428143,36.0,3136.5994940369164,-3172.913433095206,8.10562709673775
368,0.1586933643680014,36.0,1286.8390217469246,-1294.5488943096825,6.301460706832414
369,0.12434734024587604,36.0,2540.1206840293125,-2531.227502657348,8.041989462924317
370,0.17316620358722962,36.0,943.9893726020096,-1054.7286882270816,5.774798888492502
371,0.2355823914812702,36.0,242.79106716494286,-214.9856564223475,4.244799425425241
372,0.18370814975856467,36.0,659.6238558494919,-628.5213073579147,5.443416643813751
373,0.25365501940819696,36.0,149.60374574775963,-51.07664917194985,3.9423623562943955
374,0.04730746498744823,36.0,54054.25202389166,-53962.070741719115,21.138312954738186
375,0.024114706964420387,36.0,198666.68584409248,-198581.00640511632,41.468469904089325
376,0.0371029622484379,36.0,78762.64732807892,-78578.09836423986,26.952025913836618
377,0.06246083066789799,36.0,24634.15255092282,-24503.927286775277,16.01003363719199
378,0.09943242846083132,36.0,7534.716020911449,-7526.0527688158745,10.057081130165926
379,0.09177459887331253,36.0,8836.985464472702,-8857.300673376896,10.896261190750828
380,0.07342198175686815,36.0,15083.323175280899,-15035.237728876144,13.619899328125348
381,0.11897995535081271,36.0,4249.841860414938,-4446.198376759507,8.404777065611576
382,0.10131112785223186,36.0,5805.429785396054,-5664.656071061324,9.870584023687485
383,0.12113257373470866,36.0,3597.3930824574873,-3551.7084792666824,8.255417755673967
384,0.13509057896730514,36.0,2386.4316314789003,-2297.3369052351877,7.402440700487499
385,0.1506549986454619,36.0,1602.5889971927877,-1527.2697135553262,6.637682181082563
386,0.1917912663703864,36.0,674.5401639335481,-658.8457207457326,5.214001757873607
387,0.1919820979056538,36.0,640.5677540192755,-697.7863710293354,5.208819004006469
388,0.16788540430563778,36.0,902.8981719764854,-857.2039529536722,5.956443945415801
389,0.18510721605072564,36.0,604.4255267602781,-503.6625466465181,5.402274537616979
390,0.23629030577339113,36.0,202.08671208564783,-247.00657254863975,4.232082212289434
391,0.03779086248479557,36.0,79984.90263954304,-79866.917385155,26.46142305967033
392,0.0354569215569416,36.0,93669.70695431283,-93600.70210333422,28.203238072827684
393,0.08721593142736209,36.0,11589.297986459886,-11826.168934002399,11.465795109152179
394,0.07234483550834275,36.0,18387.103476262775,-18362.337773938,13.82268676089091
395,0.07793543481114013,36.0,14137.325784970591,-14178.450925829608,12.83113390492125
